text,year,month,day,hour,minute,week_num,num_of_day,num_of_week
 @jirolian 仙台店、19:59時点で39人です。 ,2017,3,29,20,0,3,88,13
 @jirolian   ラーメン二郎 仙台店  19:34 約32人待ち pic.twitter.com/etmUra3Fmi ,2017,3,29,19,35,3,88,13
 @jirolian   ラーメン二郎 仙台店  19:03 約30人待ち pic.twitter.com/7dDADX364g ,2017,3,28,19,3,2,87,13
 ラーメン二郎 仙台店 只今の並びは約45人！12:57  @jirolian pic.twitter.com/Ane0ig9mww ,2017,3,28,12,58,2,87,13
 ラーメン二郎仙台店 晴れ 並び53人 11:41  @jirolian ,2017,3,28,11,41,2,87,13
 ラーメン二郎 仙台店 只今の並びは約35人！18:26 @jirolian pic.twitter.com/KER4VzANWk ,2017,3,26,18,26,0,85,13
 @jirolian   ラーメン二郎 仙台店 13:13 交差点まで約50人待ち  大盛況の仙台店、横やん助手の最終日に皆さん激励に来た様です。 pic.twitter.com/nR2VXrnVPl ,2017,3,26,13,13,0,85,13
 @jirolian 仙台1200 50人以上 ,2017,3,26,12,2,0,85,13
 @jirolian 仙台店、20:05で26人、マンションの駐車場のところです。 ,2017,3,24,20,6,5,83,12
 @jirolian   ラーメン二郎 仙台店  19:04 約30人待ち pic.twitter.com/ioIr7iYLtp ,2017,3,23,19,4,4,82,12
 ラーメン二郎 仙台店 開店30分前  只今の並びはイケメン軍団含め12人！11:04  @jirolian pic.twitter.com/ERCKPX1vWB ,2017,3,23,11,4,4,82,12
 ラーメン二郎仙台 晴れ時々曇り 並び8人 13:29  @jirolian ,2017,3,22,13,29,3,81,12
 @jirolian  ラーメン二郎 仙台店 19:10 外待ち9人 pic.twitter.com/lIQiFhnhxB ,2017,3,21,19,11,2,80,12
 ラーメン二郎仙台店 晴れ 店主不在にもかかわらず75人の並び 11:38  @jirolian ,2017,3,19,11,38,0,78,12
 @jirolian  ３月１９日日曜日１０時３９分 仙台店 開店待ち １０人。  #ラーメン二郎  通過しながら確認。 ,2017,3,19,10,41,0,78,12
 12:12 仙台二郎外30、列最後尾不動産屋の前。 ,2017,3,18,12,17,6,77,11
 ラーメン二郎仙台店 晴れ 並び22人 13:50  @jirolian ,2017,3,17,13,50,5,76,11
 @jirolian 19:37 仙台 20人弱待ち(バスから観測) ,2017,3,16,19,37,4,75,11
 @jirolian 12:49 仙台(脇通っただけ) 並び40人弱、列中の喫煙・路上駐輪・列ガチャガチャあり ,2017,3,16,12,50,4,75,11
 @jirolian 11:41 仙台 開店直後外待ち約30人？不動産屋の手前の信号まで 何故か天気雨が…(´･ω･｀) ,2017,3,16,11,42,4,75,11
 ラーメン二郎 仙台店 開店前 只今の並びは30人！11:28  @jirolian pic.twitter.com/lLaSHh7nzA ,2017,3,15,11,28,3,74,11
 ラーメン二郎 仙台店 只今の並びは30人！いつもの日曜日よりもメッチャ混んでいます。>_<  15:42 @jirolian pic.twitter.com/7HIgkQLPYN ,2017,3,12,15,42,0,71,11
 @jirolian 仙台店、20時で不動産屋さんの真ん中くらいのところでした。断念したので詳しい人数分かりません。 ,2017,3,10,20,25,5,69,10
 @jirolian 今回の仙台店の件 ,2017,3,10,19,37,5,69,10
 ラーメン二郎仙台店 晴れ 小雪チラチラ 並び35人位 12:25  @jirolian ,2017,3,10,12,25,5,69,10
 @jirolian  ラーメン二郎 仙台店  11:30 開店待ち約30人 pic.twitter.com/UuzMXyBMil ,2017,3,10,11,30,5,69,10
 @jirolian 仙台店 13:28 35人の並び 寒いっす！ ,2017,3,9,13,28,4,68,10
 ラーメン二郎 仙台店 只今の並びは約45人！12:40 @jirolian pic.twitter.com/F2v6Slafpa ,2017,3,9,12,40,4,68,10
 @jirolian   ラーメン二郎仙台店  17:23 約25人待ち pic.twitter.com/ffmZGX04De ,2017,3,8,17,23,3,67,10
 @jirolian 仙台 開店待ち1 1020 寒い ,2017,3,8,10,25,3,67,10
 @jirolian 仙台 並び30 2036 ,2017,3,7,20,36,2,66,10
 ラーメン二郎 仙台店 只今の並びは日曜日にしては少なめの19人！17:55  @jirolian pic.twitter.com/lO3OheM311 ,2017,3,5,17,55,0,64,10
 @jirolian 仙台店20:20時点で、14人待ちです。 ,2017,3,3,20,23,5,62,9
 @jirolian   ラーメン二郎 仙台店  18:05 10人待ち pic.twitter.com/SN7mMFNNrS ,2017,3,3,18,5,5,62,9
 ラーメン二郎 仙台店 只今の並びは3人！メッチャ少ない並びで 仙台店チョーチャンスです！12:41 @jirolian pic.twitter.com/LiV52AAxcu ,2017,3,2,12,41,4,61,9
 @jirolian   ラーメン二郎仙台店  17:05 只今開店、20人待ち pic.twitter.com/t2jDeuRujw ,2017,3,1,17,6,3,60,9
 ラーメン二郎仙台店 晴天 並び34人  @jirolian ,2017,3,1,11,29,3,60,9
 @jirolian   ラーメン二郎 仙台店  19:10 外待ち約25人  食券を先買いの為に店内に入ったら原田店主の優しい優しい「いらっしゃい！」を頂きました。  本日は19:30までの営業です。 pic.twitter.com/Db6hmoHB4C ,2017,2,26,19,12,0,57,9
 ラーメン二郎 仙台店 只今の並びは約30人！14:42  @jirolian pic.twitter.com/tXYK3LPR3E ,2017,2,26,14,42,0,57,9
 @jirolian 2013仙台店並び15人です〜 ,2017,2,25,20,14,6,56,8
 @jirolian 仙台店 約30人の並び 13:55 ,2017,2,25,13,55,6,56,8
 ラーメン二郎 仙台店 只今の並びは17人！12:20 @jirolian pic.twitter.com/Xt7tHZBvX4 ,2017,2,23,12,20,4,54,8
 二郎仙台店 曇り 並び22人 11:51 @jirolian ,2017,2,23,11,52,4,54,8
 二郎仙台店 雪 並び14人 13:10  @jirolian ,2017,2,21,13,10,2,52,8
 @jirolian 仙台 開店前 10:32 6人待ち ,2017,2,19,10,32,0,50,8
 @jirolian 仙台店20時44分　待ち4人 豚もある！チャンス ,2017,2,18,20,45,6,49,7
 @jirolian 仙台店並び7名1847 ,2017,2,18,18,48,6,49,7
 @jirolian   ラーメン二郎仙台店  18:34 外待ち11人 pic.twitter.com/xFjAcWxqGP ,2017,2,18,18,35,6,49,7
 ラーメン二郎 仙台店 只今の並びは約40人！11:47  @jirolian pic.twitter.com/BOccpMT9zL ,2017,2,18,11,47,6,49,7
 二郎仙台店 2番目並べず残念 現在の並びは3人 10:00 @jirolian ,2017,2,18,10,0,6,49,7
 @jirolian  ラーメン二郎仙台店 18:21 外待ち15人 pic.twitter.com/NBY4mvBJN1 ,2017,2,16,18,23,4,47,7
 ラーメン二郎 仙台店 只今の並びは4人！並び超少ないです！仙台店チャンスです！皆様のご来店お待ちしています！13:04  @jirolian pic.twitter.com/oVhVquCS49 ,2017,2,16,13,5,4,47,7
 @jirolian  ラーメン二郎 仙台店 12:00で25人の並びです ,2017,2,15,12,3,3,46,7
 @jirolian  ラーメン二郎仙台店 19:46 20人待ち  ○○チョコを原田店主へ渡します pic.twitter.com/tCinIUExiD ,2017,2,14,19,47,2,45,7
 二郎仙台店 現在の並びは5人 13:51  @jirolian ,2017,2,14,13,51,2,45,7
 @jirolian 仙台 11:45 25人 ,2017,2,14,11,46,2,45,7
 ラーメン二郎 仙台店 只今の並びは23人！17:43 @jirolian pic.twitter.com/HIh517usD9 ,2017,2,11,17,44,6,42,6
 二郎仙台店 現在の並びは 11人 13:38 @jirolian ,2017,2,10,13,38,5,41,6
 ラーメン二郎 仙台店 小雪舞う中只今の並びはイケメン助手さん含め14人！12:52 @jirolian pic.twitter.com/iXjS7OeToN ,2017,2,9,12,52,4,40,6
" 開店前待ち10人程 1110 @jirolian (@ ラーメン二郎 仙台店 - @jiro_sendai1023 in 仙台市, 宮城県) https://www.swarmapp.com/c/lLrkb6JxG4X  ",2017,2,9,11,10,4,40,6
 @jirolian 仙台 12:49 24人待ち ,2017,2,5,12,49,0,36,6
 ラーメン二郎 仙台店 開店40分前 只今の並びは17人！10:50  @jirolian pic.twitter.com/vcniIw1wag ,2017,2,4,10,50,6,35,5
 @jirolian   ラーメン二郎仙台店  20:33 外待ち3人 pic.twitter.com/jU8Qu84sA7 ,2017,2,3,20,34,5,34,5
 二郎仙台店 現在の並びは21人 13:56  @jirolian ,2017,2,3,13,56,5,34,5
 @jirolian 仙台 二郎 20人くらい 1912 大ラーメン豚カタカタ生姜キムチ別皿ニンニク少し 助手は男子女子コンビ、トッピングミス多目だが頑張ってる pic.twitter.com/VyhA5mYtyx ,2017,2,2,19,13,4,33,5
 @jirolian 仙台 二郎 3人待ち 1835 pic.twitter.com/4xlITknRba ,2017,2,2,18,35,4,33,5
 二郎仙台店 現在の並びは 23人 12:35  @jirolian ,2017,2,1,12,35,3,32,5
 @jirolian 仙台店12:46 約30人 ,2017,1,31,12,47,2,31,5
 @jirolian 仙台店22人 本日通し営業19時30分まで ,2017,1,29,17,12,0,29,5
 二郎仙台店 現在の並びは39人 13:41  @jirolian ,2017,1,29,13,41,0,29,5
 ラーメン二郎 仙台店 只今の並びは19人！19:03 @jirolian pic.twitter.com/bifYtj0X38 ,2017,1,27,19,3,5,27,4
 二郎仙台店 現在の並びは24人 12:40  @jirolian ,2017,1,26,12,40,4,26,4
 ラーメン二郎 仙台店 只今の並びは7人！並び少ないです！11:43 @jirolian pic.twitter.com/jym26JFFUt ,2017,1,26,11,43,4,26,4
 @jirolian 仙台店　外待ち5人チャンス！ ,2017,1,25,12,36,3,25,4
 @jirolian 仙台店　外待ち25人 ,2017,1,25,11,49,3,25,4
 @jirolian 仙台店並びゼロ(12:43) ,2017,1,24,12,44,2,24,4
 二郎仙台店 現在の並びは39人 12:07  @jirolian ,2017,1,21,12,7,6,21,3
 ラーメン二郎 仙台店 只今の並びは約30人！11:50  @jirolian pic.twitter.com/dOm7nVmuwo ,2017,1,21,11,50,6,21,3
 @jirolian 仙台店 11:05 約25人の並び ,2017,1,20,11,8,5,20,3
 @jirolian 仙台店、18:23、並びが3人ですよ。 ,2017,1,19,18,24,4,19,3
 二郎仙台店 現在の並びは8人 13:59  @jirolian ,2017,1,18,13,59,3,18,3
 @jirolian 20:10現在仙台待ち20～30人 ,2017,1,17,20,8,2,17,3
 ラーメン二郎 仙台店 只今の並びは17人！仙台店、昼営業は14時30分までです。13:53 @jirolian pic.twitter.com/SZuSFbIlRO ,2017,1,17,13,53,2,17,3
 @jirolian ひばりヶ丘駅前 11:15 15人 仙台からはるばる来ました！ ,2017,1,17,11,16,2,17,3
 @jirolian 仙台 14:22 待ち23 ,2017,1,15,14,22,0,15,3
 @jirolian 仙台店21人待ち ,2017,1,15,14,6,0,15,3
 ラーメン二郎 仙台店 並びが30人以下になりました。12:42 @jirolian pic.twitter.com/M0JczHIJIY ,2017,1,15,12,42,0,15,3
 ラーメン二郎 仙台店 只今の並びは約48人！間も無く50人超えになりそうです。仙台店、日曜日の営業は19時30分までの通し営業です。11:52 @jirolian pic.twitter.com/fEvpm0ljBh ,2017,1,15,11,52,0,15,3
 @jirolian 仙台店 開店待ち 並び3 1034 ,2017,1,15,10,34,0,15,3
 ラーメン二郎 仙台店 只今の並びは0人！並び無しです！皆様ビッグチャンスです！ご来店お待ちしております！12:17  @jirolian pic.twitter.com/CAjIFDlfBn ,2017,1,12,12,17,4,12,2
 二郎仙台店 現在の並びは23人 12:51 @jirolian ,2017,1,11,12,51,3,11,2
 @jirolian 二郎仙台店 現在の並びは21人 12:48 ,2017,1,11,12,48,3,11,2
 @jirolian ラーメン二郎仙台店 並び13人 1716 ,2017,1,10,17,16,2,10,2
 ラーメン二郎 仙台店 只今の並びは約40人！日曜日の仙台店は19時30分までの営業です。ご来店予定の方はお早めにお願い致します。17:54 @jirolian pic.twitter.com/lWUHRqJffi ,2017,1,8,17,54,0,8,2
 @jirolian 仙台 晴れ 10:50 12名程の並び ,2017,1,8,10,48,0,8,2
 @jirolian ラーメン二郎仙台店 11時30分  開店時間でならび50名以上 やべーですこれは こんなに並ぶとは思わなかった 仙台は回転が早いので助かるんですけどね。 ,2017,1,7,11,32,6,7,1
 @jirolian ラーメン二郎 仙台店 10時55分現在 開店35分前 並び25人 不動産屋前ぐらいまで来てます。 ,2017,1,7,10,55,6,7,1
 @jirolian 仙台店約40人 間に合ったが不動産屋横断歩道前 22時30分になるな～ ,2017,1,6,21,2,5,6,1
 @jirolian ラーメン二郎仙台店 開店前並び 11人 1634 ,2017,1,6,16,34,5,6,1
 二郎仙台店 現在の並びは47人 12:31  @jirolian ,2017,1,6,12,32,5,6,1
 @jirolian  ラーメン二郎仙台店 11:25 50人オーバー 交差点越えそうです ,2017,1,6,11,26,5,6,1
 ラーメン二郎 仙台店 開店24分前 只今の並びは約30人！11:06  @jirolian pic.twitter.com/MM8tz5PN3R ,2017,1,6,11,6,5,6,1
 ラーメン二郎 仙台店 只今の並びは約50人！仙台店本日の営業は17時までの予定ですが、もうちょい長く営業するかもしれないとのことです。ご来店予定の方はお早めにお願い致します。営業終了後の麺豚販売の並びは8人です！16:07  @jirolian pic.twitter.com/uKW3yNtPKC ,2016,12,29,16,8,4,364,52
 @jirolian  ラーメン二郎仙台店 15:59 交差点超えの約50人待ち  麺豚販売、8人待ち  本日、閉店後に麺豚販売の為かなり混んでます。 pic.twitter.com/4lu8JLMGEf ,2016,12,29,16,3,4,364,52
 @jirolian 仙台店1550 行列は不動産屋さん越えて交差点渡っても続いてます(^^;)ブタ販売も既にお待ちの方々が。 ,2016,12,29,15,53,4,364,52
 @jirolian 仙台店 14:25 71人待ち ,2016,12,29,14,27,4,364,52
 有明で多くの待機列が形成される一方仙台では、 RT @sendaiten: ラーメン二郎 仙台店 年内最終日 只今の並びは約70人！まだまだ並びが増えています。12:10  @jirolian pic.twitter.com/n2WdWGKnwP ,2016,12,29,13,47,4,364,52
 ラーメン二郎 仙台店 年内最終日 只今の並びは約70人！まだまだ並びが増えています。12:10  @jirolian pic.twitter.com/cuT1RSgDiL ,2016,12,29,12,11,4,364,52
 二郎仙台店 現在の並びは信号越えて60か70か？11:48  @jirolian ,2016,12,29,11,48,4,364,52
 @jirolian 仙台店 10:48 不動産屋前 ,2016,12,29,10,48,4,364,52
 二郎仙台店 え！並びは50人オーバー13:40  @jirolian ,2016,12,28,13,40,3,363,52
 @jirolian  ラーメン二郎仙台店 20:18 約30人待ち pic.twitter.com/2ZkToJH9pS ,2016,12,27,20,19,2,362,52
 ラーメン二郎 仙台店 只今の並びは20人！12:51  @jirolian pic.twitter.com/5aLKHYsbRB ,2016,12,27,12,51,2,362,52
 @jirolian 11:45 小雨の仙台 外待ち20人弱 ,2016,12,27,11,44,2,362,52
 @jirolian 仙台 10:21 開店前5人待ち ,2016,12,25,10,21,0,360,52
 @jirolian 10:51 仙台 11人待ち ,2016,12,24,10,52,6,359,51
 @jirolian 仙台待ち不動産前あたりまで 13時 ,2016,12,23,13,1,5,358,51
 @jirolian 仙台店、開店10分前25人待ちです。 ,2016,12,23,11,23,5,358,51
 ラーメン二郎 仙台店 開店22分前 只今の並びは11人！11:08  @jirolian pic.twitter.com/WQBVL2tL4g ,2016,12,22,11,8,4,357,51
 二郎仙台店 現在  並びなし 13:50 @jirolian ,2016,12,21,13,50,3,356,51
 @jirolian  ラーメン二郎 仙台店 12:30 外待ち23人 pic.twitter.com/vCmC12MUzN ,2016,12,20,12,30,2,355,51
 ラーメン二郎 仙台店 只今の並びは約20人！日曜日の仙台店は19時30分までの営業です。ご来店予定の方はお早めにお願いします。16:51  @jirolian pic.twitter.com/NyB2WX8AjM ,2016,12,18,16,51,0,353,51
" 待ち列信号越えそう @jirolian (@ ラーメン二郎 仙台店 - @jiro_sendai1023 in 仙台市, 宮城県) https://www.swarmapp.com/c/18vNPiVRd8H  ",2016,12,18,12,8,0,353,51
 @jirolian 仙台二郎 開店待ち今20人くらいです  10:58 ,2016,12,18,10,58,0,353,51
 @jirolian 仙台店 30〜40人くらいでしょうか。 ,2016,12,17,11,14,6,352,50
 二郎仙台店 現在の並びは5人 14:16  @jirolian ,2016,12,16,14,16,5,351,50
 @jirolian 仙台店の忘れ物情報3 https://twitter.com/jiro_sendai1023/status/808580130406703105 … ,2016,12,13,20,19,2,348,50
 @jirolian 仙台店の忘れ物情報2 https://twitter.com/jiro_sendai1023/status/808579868086583297 … ,2016,12,13,20,18,2,348,50
 @jirolian 仙台店の忘れ物情報 https://twitter.com/jiro_sendai1023/status/808579762742378496 … ,2016,12,13,20,18,2,348,50
 ラーメン二郎 仙台店 只今の並びは約35人！仙台店前では路駐の取り締まりをやっています。路駐車がレッカー移動されています。11:43  @jirolian pic.twitter.com/o9xixcab9M ,2016,12,11,11,44,0,346,50
 @jirolian 仙台店どうですか？ ,2016,12,10,10,50,6,345,49
 二郎仙台店 現在の並びは21人 13:45  @jirolian ,2016,12,9,13,46,5,344,49
 ラーメン二郎 仙台店 開店15分前 只今の並びは18人！11:15 @jirolian pic.twitter.com/Xp2VjwPfVD ,2016,12,8,11,15,4,343,49
 @jirolian 仙台店 17:50 27人の並び ,2016,12,4,17,52,0,339,49
 @jirolian 仙台店 14:55 22人の並び ,2016,12,4,14,58,0,339,49
 仙台店 外36人待ち @jirolian ,2016,12,2,20,29,5,337,48
 @jirolian 17時開店前仙台待ち20人ほど ,2016,12,2,17,2,5,337,48
 @jirolian 仙台 開店待ち9人 1113 ,2016,12,1,11,13,4,336,48
 ラーメン二郎 仙台店 只今の並びは高校生とオッサン多めの27人！12:21 @jirolian pic.twitter.com/hpAi4KrI6Y ,2016,11,29,12,21,2,334,48
 @jirolian 仙台 13:10 9名ほど。駅伝開催の影響？少な目の並びです。 ,2016,11,27,13,14,0,332,48
 仙台12:24 40人弱(駐車場超え) @jirolian ,2016,11,26,12,25,6,331,47
 ラーメン二郎 仙台店 只今の並びは40人！17:57 @jirolian pic.twitter.com/V1QhHUT8S9 ,2016,11,25,17,58,5,330,47
 ラーメン二郎 仙台店 開店1時間前、只今の並びは8人！10:36 @jirolian pic.twitter.com/aXZUYGtQS7 ,2016,11,23,10,36,3,328,47
 二郎仙台店 現在の並びは16人 11:36  @jirolian ,2016,11,22,11,36,2,327,47
 @jirolian  ラーメン二郎仙台店 19:15 信号機まで約40人待ち pic.twitter.com/xOVv7n46Ts ,2016,11,20,19,16,0,325,47
 ラーメン二郎 仙台店 只今の並びは40人！仙台店 日曜日は19時30分までの営業です。ご来店予定の方はお早めにお願い致します。18:11 @jirolian pic.twitter.com/A7e4NBQKP1 ,2016,11,20,18,11,0,325,47
 @jirolian 仙台店 12人くらい 1515 ,2016,11,20,15,18,0,325,47
 @jirolian  ラーメン二郎仙台店 18:34  21人待ち pic.twitter.com/GX8sA42UOb ,2016,11,19,18,34,6,324,46
 @jirolian ラーメン二郎仙台店  17時 並び20人以上、、 ,2016,11,18,17,0,5,323,46
 ラーメン二郎 仙台店 只今の並びは35人！ 12:27  shuさんお疲れ様！ @jirolian pic.twitter.com/bOYx9owTVk ,2016,11,18,12,29,5,323,46
 二郎仙台店 現在の並びは37人 11:57 今オープン @jirolian ,2016,11,18,11,58,5,323,46
 ラーメン二郎 仙台店 只今の並びは横やんが帰ったのに約45人！すんごい行列です。日曜日の仙台店の営業時間は19時30分までです。ご来店予定のお客様はお早めにお願い致します。 @jirolian pic.twitter.com/uNoIrsK6uL ,2016,11,13,17,36,0,318,46
 @jirolian 仙台 開店前10:17  4人待ち ,2016,11,13,10,17,0,318,46
 @jirolian  ええええ！仙台二郎35人以上待ち ,2016,11,12,11,48,6,317,45
 二郎仙台店 現在の並びは7人 13:27  @jirolian ,2016,11,11,13,27,5,316,45
 ラーメン二郎 仙台店 只今の並びは13人！12:48 @jirolian pic.twitter.com/eMJB26Ltix ,2016,11,10,12,48,4,315,45
 @jirolian  ラーメン二郎仙台店 11:20 15人の並びです❢❢  何気に風が冷たいです。。。 (>.<) ,2016,11,8,11,23,2,313,45
 ラーメン二郎 仙台店 只今の並びは43人！日曜日の仙台店は19時30分までの営業です。ご来店予定の方はお早めにお願いします。今日の仙台はメッチャ寒いです。17:33 @jirolian pic.twitter.com/aJydYkKzoq ,2016,11,6,17,33,0,311,45
 @jirolian  ラーメン二郎仙台店 20:04 若者ばかり約30人待ち pic.twitter.com/nyp5hGpL8y ,2016,11,4,20,4,5,309,44
 @jirolian 仙台 開店前 10:15  4人待ち ,2016,11,3,10,16,4,308,44
 @jirolian 仙台店待ち40～50人 1920 ,2016,11,2,19,21,3,307,44
 @jirolian ラーメン二郎仙台店。小豚ﾆﾝﾆｸﾔｻｲﾊﾝﾌﾞﾝ。40分並び店内ヘ。豚を２枚食べた後の写真。この前も、この後も、おいしかった。 pic.twitter.com/YAIrLQdDUo ,2016,11,2,19,12,3,307,44
 二郎仙台店 現在の並びは19人 11:42   @jirolian ,2016,11,1,11,42,2,306,44
 @jirolian 仙台のみなもと屋で二郎系を食べた。豚そば大盛りニンニク別皿。 pic.twitter.com/85Q3U3jGOn ,2016,10,30,21,38,0,304,44
 @jirolian 仙台店 19:10 若者多めの約25人待ち pic.twitter.com/P7hEVqkdKi ,2016,10,30,19,10,0,304,44
 ラーメン二郎 仙台店 只今の並びはイケメンばかり11人！14:47 @jirolian pic.twitter.com/D2NfGd3G6z ,2016,10,30,14,47,0,304,44
 @jirolian 1150 仙台 外待ち48 ,2016,10,30,11,51,0,304,44
 @jirolian #ラーメン二郎 #二郎行列チェッカー 会津若松駅前店 2人 開店待ち～昨日の仙台店からの会津店へ！ ,2016,10,29,10,41,6,303,43
 ラーメン二郎 仙台店 只今の並びふ呑み師ブーさん、ド変態黒糖さん含め10人！10:58 @jirolian pic.twitter.com/KivPXMhL7P ,2016,10,28,10,58,5,302,43
 @jirolian #ラーメン二郎 #二郎行列チェッカー 仙台店 4人 開店待ち～ pic.twitter.com/r93Komjdke ,2016,10,28,10,30,5,302,43
 @jirolian ラーメン二郎仙台店。30分並んで店内ヘ。ニンニクヤサイマシショウガ。ＧＦＯＭ（ゴットファーザーオブ麺料理）でした。この中にうめぇ〜あいつが2枚隠れてます。 pic.twitter.com/4HYsCF4rtd ,2016,10,27,18,39,4,301,43
 @jirolian 仙台店12名待ち，他に鍋持参の方あり ,2016,10,27,11,51,4,301,43
 二郎仙台店 13:47  並び無し  @jirolian ,2016,10,26,13,48,3,300,43
" 並び15くらい @jirolian (@ ラーメン二郎 仙台店 - @jiro_sendai1023 in 仙台市, 宮城県 w/ @kallon5519) https://www.swarmapp.com/c/bdsznQSNEm8  ",2016,10,26,12,5,3,300,43
 本日ひっそりと5周年を迎えたラーメン二郎 仙台店 只今の並びはハラペコのやすみそさん含め約35人！15:18  @jirolian pic.twitter.com/pUdxd6urw3 ,2016,10,23,15,19,0,297,43
 @jirolian 仙台店 40人ぐらい ,2016,10,23,14,58,0,297,43
 仙台店で麺切れで早仕舞いの経験は無いと思いますが、日曜日は19時半までですので気をつけて下さい。 ,2016,10,23,13,32,0,297,43
 @jirolian 仙台店 11:05 約25人待ち  本日、仙台店は5周年です。 2番手にはPPAPにを取れなかったわかず君が並んでいます。 pic.twitter.com/9fdwchejUD ,2016,10,23,11,7,0,297,43
 @jirolian １０月２２日土曜日１２時１２分 仙台店 待ち３０人。 #ラーメン二郎 ,2016,10,22,12,13,6,296,42
 @jirolian １０月２２日土曜日１１時０５分 仙台店 開店待ち ２５人。 #ラーメン二郎 ,2016,10,22,11,6,6,296,42
 @jirolian 仙台店 10:25 2人待ち 先頭は岩手から鍋を持ってきたオカズ君です。 pic.twitter.com/dSmiy0Lgmf ,2016,10,19,10,34,3,293,42
 ラーメン二郎 仙台店 只今の並びは約50人！仙台店 日曜日の営業は19時30分までです。ご来店予定の方はお早めにお願いします。19:03   @jirolian pic.twitter.com/1dnOgel2bC ,2016,10,16,19,4,0,290,42
 @jirolian  ラーメン二郎 仙台店 20:10  35人程の並びっす❢❢ (｀･ω･´)ゞ ,2016,10,15,20,20,6,289,41
 @jirolian 二郎仙台店でいただいた後に思う事は一つだけです  「仙台に出店してくれて、ありがとうございます」 ,2016,10,14,19,48,5,288,41
 @jirolian 仙台店は約30人待ち ,2016,10,14,18,35,5,288,41
 二郎仙台店 13:02  2人の並びです @jirolian ,2016,10,12,13,3,3,286,41
 @jirolian #ラーメン二郎 #二郎行列チェッカー 仙台店 最後尾駐車場入口越え 開店待ち～ ,2016,10,11,11,19,2,285,41
 @jirolian #ラーメン二郎 #二郎行列チェッカー 仙台店 2人 開店待ち～遠征！ ,2016,10,11,10,34,2,285,41
 ラーメン二郎仙台店 本日9日(日)臨時休業です！明日10日(祝)は定休日です。9日、10日と連休になりますので御注意ください！宜しくお願い致します！  @jirolian pic.twitter.com/8BBXycqJaX ,2016,10,9,11,41,0,283,41
 @jirolian 仙台店 20:15  19人待ち pic.twitter.com/VQuiMYMJ6B ,2016,10,8,20,15,6,282,40
 ラーメン二郎 仙台店 只今の並びはじろりーまんさんみたいな人も含め19人！19:23  @jirolian pic.twitter.com/I5TESSpWzf ,2016,10,8,19,23,6,282,40
 12:03 仙台店 まろ含め40人程度待ち。 雨のなか、これはスゴい…。 ,2016,10,8,12,1,6,282,40
 @jirolian 仙台15くらい。つけ麺は今日か週明けの火曜日くらいで終了との事です。(;_;) ,2016,10,7,13,16,5,281,40
 ラーメン二郎 仙台店 只今並び無しで店内空席ありです！皆様チャンスです！是非ご来店下さい！つけ麺あります！13:13 @jirolian pic.twitter.com/98yh4IrEUP ,2016,10,6,13,13,4,280,40
 ラーメン二郎仙台店 只今の並びは9人！本日つけ麺あります！12:47 @jirolian pic.twitter.com/wqnmqLJYnP ,2016,10,6,12,48,4,280,40
 @jirolian 仙台店 11:07 約15人待ち PPは岩手から鍋を持って来てる「わかずくん」です。 ,2016,10,4,11,9,2,278,40
 @jirolian 仙台店開店前16人待ち10:53 ,2016,10,2,10,53,0,276,40
 ラーメン二郎 仙台店 開店10分前 只今の並びは27人！11:20  @jirolian pic.twitter.com/AWAu69O4Ge ,2016,10,1,11,20,6,275,39
 @jirolian 仙台店 18:55   16人待ち ,2016,9,30,18,56,5,274,39
 二郎仙台店　現在の並びは19人14:19　@jirolian ,2016,9,30,14,19,5,274,39
 @jirolian 18:15 仙台待ち 10くらい ,2016,9,27,18,14,2,271,39
 二郎仙台店　現在の並びは28人12:45　@jirolian ,2016,9,27,12,45,2,271,39
" あ""っ((((；ﾟДﾟ)))))))  ラーメン二郎仙台店 開店1時間前 只今の並びはあの方も含めオッサンばかり5人！10:30 @jirolian pic.twitter.com/e6Pb2WIfuJ ",2016,9,27,10,31,2,271,39
 ラーメン二郎 仙台店 只今並びは無しです！皆様チャンスです！ご来店お待ちしています！16:13 @jirolian pic.twitter.com/zbcSdPx8sh ,2016,9,25,16,13,0,269,39
 @jirolian  雨降りしきる杜の都 仙台 19:48時点、14人待ち 地方ならではの路駐２台 ,2016,9,22,19,48,4,266,38
 仙台 13:35 待ち35 ,2016,9,22,13,36,4,266,38
 @jirolian 仙台　30ちょい　2030 ,2016,9,21,20,30,3,265,38
 @jirolian  ラーメン二郎仙台店 20人の並び 13:40  つけ麺ありっす❢❢ pic.twitter.com/5AbgtrMsdE ,2016,9,21,13,40,3,265,38
 二郎仙台店 只今の並びは26人 12:40  @jirolian ,2016,9,20,12,41,2,264,38
 @jirolian 仙台約30人 1800 女店員？(ﾟoﾟ;; ,2016,9,18,18,2,0,262,38
 @jirolian  ラーメン二郎仙台店  並びは25人でやんす❢❢ 17:15  ワクワク…(*ΦωΦ*) ,2016,9,18,17,19,0,262,38
 @jirolian  雨の仙台店 開店待ち7人 10:45 普段でもこんな感じなんでしょうか!? ,2016,9,18,10,46,0,262,38
 @jirolian 仙台 待ち9 20:20 ,2016,9,17,20,21,6,261,37
 ラーメン二郎 仙台店 只今の並びは約30人！12:19 @jirolian pic.twitter.com/76r66j4QJA ,2016,9,17,12,19,6,261,37
 二郎仙台店只今の並びは25人12:24   @jirolian ,2016,9,16,12,26,5,260,37
