text,year,month,day,hour,minute,week_num,num_of_day,num_of_week
 @jirolian @iououa 結構いますね。路駐チャリもですがぶっ飛ばして走る中坊、高校生のチャリも危ない(>_<)仙台二郎のチャーシュー、少しシナイ（堅い）ですよ。 ,2012,10,9,20,42,2,283,41
 @jirolian 仙台 18名ほど待ち 路駐のチャリが邪魔くさ(；´Д｀) ,2012,10,9,20,20,2,283,41
 @jirolian 仙台二郎待機何人ですか？ ,2012,10,7,13,12,0,281,41
 @jirolian @k_nagare 滅多にない現象ですね。でも仙台店は回転がうまいと思います。 ,2012,10,6,20,25,6,280,40
 @jirolian 仙台、20時13分現在待ちゼロ！土曜日夜でこれはめずらしい♪ ,2012,10,6,20,13,6,280,40
 @jirolian 現在仙台二郎13人待ち ,2012,10,4,16,21,4,278,40
 @jirolian 仙台並び25くらいに(´Д` ) ,2012,10,3,20,22,3,277,40
 @jirolian 仙台並び5人くらいです ,2012,10,3,20,7,3,277,40
 @jirolian 仙台店から入電。 つけ麺夜から再開します。  仙台市内だいぶ寒くなってまいりました。風邪などひかれませんよう、ニンニク、ショウガ、カロリーの摂取にラーメン二郎いかがでしょうか？ 御来店お待ちしております！ ,2012,10,3,16,2,3,277,40
 @jirolian 仙台店より入電。ラーメン二郎仙台店です。10月8日は祝日ですがお休みです。以前メルマガでもお伝えしましたが月曜日は食材の都合上基本的にはお休みです。つけ麺ですが材料の都合でお休みしてます。材料入り次第再開します。再開後他の材料がなくなり次第今年は終了です。 ,2012,10,2,18,7,2,276,40
 だって奇跡のぢろりあん♪(謎 RT @drhirame: 関東地方の二郎(@jirolian)が早仕舞する中、仙台店だけが通常営業ということで、二郎を食いたい人はいまから仙台に行くといいのでは…と一瞬だけ思った ,2012,9,30,20,27,0,274,40
 関東地方の二郎(@jirolian)が早仕舞する中、仙台店だけが通常営業ということで、二郎を食いたい人はいまから仙台に行くといいのでは…と一瞬だけ思った ,2012,9,30,16,25,0,274,40
 @jirolian 仙台店からです。 台風まだまだ来ないみたいなので、通常の日曜日営業となります。  この時間暇ですので、お客様の御来店お待ちしております。 ,2012,9,30,16,17,0,274,40
 @jirolian 仙台店からメルマガきました。客席に風雨が入り込む程ひどい場合、早期閉店の可能性がございます。(17時30分から18時) 御来店予定のお客様はお早めにお越し下さいませ。との事です。 ,2012,9,30,11,39,0,274,40
 @jirolian 仙台店実食中ら。美味い。 ,2012,9,28,18,52,5,272,39
 @jirolian 仙台店、１６人待ち。一気に増えたＷ ,2012,9,28,18,25,5,272,39
 @jirolian これから仙台店に向かうなうです。 ,2012,9,28,18,7,5,272,39
 @jirolian お疲れ様です。仙台店の普段の状況を教えて下さいm(__)m ,2012,9,27,12,3,4,271,39
 @jirolian どなたか仙台店の情報下さいm(__)m ,2012,9,26,12,2,3,270,39
 @jirolian 無知ですみません。仙台店は普段はどんな感じの混み具合ですか？ ,2012,9,26,11,6,3,270,39
 @jirolian 仙台店 現在 待ち1人 ,2012,9,23,15,27,0,267,39
 @jirolian 仙台待ち11名。 ,2012,9,18,12,49,2,262,38
 . @jirolian 13:30仙台店20人待ちくらい。 ,2012,9,15,13,30,6,259,37
 @jirolian 仙台 12人ほど。 ,2012,9,12,20,33,3,256,37
 @jirolian 仙台もうすぐ閉店 待ちなし ,2012,9,11,20,36,2,255,37
 @jirolian 仙台店20人以上待ち。 ,2012,9,9,18,33,0,253,37
 @jirolian 　今週、仙台店に行く予定ですが！まだ、つけ麺やってますか？？知ってる人がいたら教えてください。お願いします。 ,2012,9,9,13,39,0,253,37
 @jirolian 仙台開店前、40人近くまで増加 ,2012,9,8,11,13,6,252,36
 @jirolian 仙台開店前40人くらい ,2012,9,2,11,28,0,246,36
 @jirolian 仙台 シャッター25越え不動産屋前まできてる ,2012,9,1,11,23,6,245,35
 @jirolian 仙台開店前待ち16人 ,2012,9,1,10,57,6,245,35
 @jirolian 仙台12人待ち ,2012,8,31,19,57,5,244,35
 @jirolian 仙台待ち14人。 ,2012,8,31,11,51,5,244,35
 @jirolian 仙台 13人ほど待ち 流れはいい感じ。 ,2012,8,30,20,21,4,243,35
 @jirolian 仙台二郎10人待ち ,2012,8,29,18,32,3,242,35
 @jirolian 仙台5人まち。新人客多し。 ,2012,8,29,12,40,3,242,35
 @jirolian 仙台 つけ麺再開したみたい ,2012,8,26,11,36,0,239,35
 @jirolian 仙台待ち16 11:14 ,2012,8,26,11,14,0,239,35
 @jirolian 仙台 晴れ 開店前 15人ほど ,2012,8,26,11,12,0,239,35
 @jirolian 仙台店約十人待ち　あと釣りレバーが故障中（時間が経てばお釣りはでる） ,2012,8,22,20,21,3,235,34
 行く気無くなるわｗｗｗ RT @cladonica: @jirolian 仙台、40人待ち。 ,2012,8,21,14,41,2,234,34
 @jirolian 仙台店、だいたい20人待ち。 ,2012,8,21,13,15,2,234,34
 @jirolian 仙台 不動産屋前まで 約30人か。暑いよ。 ,2012,8,21,12,1,2,234,34
 @jirolian 仙台、40人待ち。 ,2012,8,21,11,58,2,234,34
 @jirolian 仙台 開店前 15人ほど ,2012,8,21,11,0,2,234,34
 @jirolian 仙台 約30人待ち、不動産屋越えるくらい。 ,2012,8,12,12,4,0,225,33
 @jirolian 仙台店。つけ麺は昨日で終了とのこと。 ,2012,8,12,11,29,0,225,33
 @jirolian 仙台 夜に麺と豚の販売をするそうです。詳細はメルマガで。明日から来週月曜まで8連休です。 ,2012,8,12,11,6,0,225,33
 @jirolian 仙台 10人くらい ,2012,8,12,11,1,0,225,33
 仙台なう。開店前なのに17人って？平日なのに？夏休みだから？@jirolian ,2012,8,10,11,22,5,223,32
 @jirolian 仙台二郎メルマガより。 「店内にジョジョ展のチケットが一枚落ちてました！ プレミアチケットになってるので、お心当たりのある方店員にお申し付けください」とのことです。 ,2012,8,8,21,49,3,221,32
 @jirolian 店内にジョジョ展のチケットが一枚落ちてました！ プレミアチケットになってるので、お心当たりのある方店員にお申し付けください。 (仙台店メルマガより転載) ,2012,8,8,21,47,3,221,32
" ""@lucky_land18: @jirolian 仙台二郎 待ち16 1154"" ",2012,8,8,12,8,3,221,32
 @jirolian 仙台二郎 待ち16 1154 ,2012,8,8,11,54,3,221,32
 @jirolian 仙台 空き1 ,2012,8,7,17,53,2,220,32
 仙台遠征のメイン目的、仙台二郎着。開店待ち7人 @jirolian ,2012,8,5,10,54,0,218,32
 @jirolian 仙台 15人くらいの待ち ,2012,8,4,11,14,6,217,31
 @jirolian 仙台店、茨城守谷店、栃木街道店の夏季休業の日程わかる方いますか？ ,2012,7,30,10,6,1,212,31
 @jirolian 仙台店、茨城守谷店、栃木街道店の夏季休業の日程ってわかりますか？ ,2012,7,29,15,42,0,211,31
 @jirolian 仙台量多い＿|￣|○ 味はなんかのぺっとした感じかな、味のキレがないというか、豚さん柔らかく生姜トッピング美味しかった ,2012,7,29,14,2,0,211,31
 @jirolian 仙台二郎14人待ち。暑い！ ,2012,7,29,12,59,0,211,31
 @jirolian あー遠い仙台二郎到着 ,2012,7,29,12,52,0,211,31
 @jirolian 仙台やってますか？ ,2012,7,29,12,9,0,211,31
 @jirolian 仙台二郎30人待ち。こんなに並んでるのは久々 ,2012,7,25,18,34,3,207,30
 @jirolian 仙台、夜の部、休みかも!? 体調を早く良くして、ぜひ開いて欲しい。 ,2012,7,24,12,38,2,206,30
 @jirolian 二郎仙台店約40人待ち ,2012,7,18,20,8,3,200,29
 @jirolian 全店舗制覇まであと4店（仙台・栃木・大久保・松戸）、今年中にいけるかな？　仙台どうしよう(；´Д｀) ,2012,7,14,15,27,6,196,28
 @jirolian 仙台 すぐ入れます ,2012,7,6,12,32,5,188,27
 @jirolian うぉー、仙台でつけ麺始めてるやないの。どやさ。でも、心の準備をしてなかったから、当初通りに、小に生卵で。 ,2012,7,5,20,8,4,187,27
 ぐぬぬ……食いたい！RT @dj_xavil: 多分今日から仙台二郎つけめん始まってました、夜のみだそうです。とりあえず暑い内はやるとのこと @jirolian ,2012,7,4,18,30,3,186,27
 @jirolian 仙台待ち12。 ,2012,6,29,13,5,5,181,26
 @jirolian 仙台10人ちょっと ,2012,6,24,18,46,0,176,26
 @jirolian 仙台二郎待ち30人くらい。1733 ,2012,6,23,17,33,6,175,25
 仙台二郎！ @jirolian #ラーメン二郎総選挙 ,2012,6,6,22,10,3,158,23
 @jirolian 仙台 #ラーメン二郎総選挙 ,2012,6,6,21,50,3,158,23
 仙台店約二十人並び @jirolian ,2012,6,1,20,19,5,153,22
 @jirolian 仙台 空席2 17:07 ,2012,5,23,17,8,3,144,21
 @jirolian 仙台、11人待ち。平日の夕方、雨。こんなもんか？普段は決してつぶやきませんがぁ～ ,2012,5,22,17,39,2,143,21
 @jirolian 仙台16人 ,2012,5,20,18,2,0,141,21
 @jirolian 仙台25-30 1900 ,2012,5,12,19,1,6,133,19
 @jirolian　仙台5人待ち。あと30分 ,2012,5,8,11,6,2,129,19
 @jirolian 仙台40人くらいヽ((≡ຶ⚲͜≡ຶ))ノ 1310 ,2012,5,5,13,10,6,126,18
 @jirolian ラーメン二郎1次仙台店 約50人待ち ,2012,5,4,12,22,5,125,18
 スゲ RT @tkymysts: @jirolian 仙台外待ち12〜3人。私事ですがこれで二郎全店訪問達成です。五年三ヶ月かかりました。このアカウントにもお世話になりました。ありがとうございます！ ,2012,5,2,18,33,3,123,18
 すばらしい！ RT @tkymysts: @jirolian 仙台外待ち12〜3人。私事ですがこれで二郎全店訪問達成です。五年三ヶ月かかりました。このアカウントにもお世話になりました。ありがとうございます！ ,2012,5,2,14,12,3,123,18
 @jirolian 仙台外待ち12〜3人。私事ですがこれで二郎全店訪問達成です。五年三ヶ月かかりました。このアカウントにもお世話になりました。ありがとうございます！ ,2012,5,2,14,10,3,123,18
 @jirorian2625 @jirolian 仙台店は3日は休み、4日は通し営業みたいですよ。 ,2012,4,30,18,37,1,121,18
 @jirolian 5/3-4の仙台二郎、営業してるか教えてください！ ,2012,4,30,18,1,1,121,18
 @jirolian 仙台店ではトッピングにショウガなんてあるの？！半分以上食べてから知ったわ･･･ ,2012,4,28,20,47,6,119,17
 @jirolian 二郎仙台店約２０人並び ,2012,4,28,19,45,6,119,17
 @jirolian 仙台 外 待ち0 中 満席 18:25現在 ,2012,4,27,18,25,5,118,17
 情報ありがとうございます☆ RT @mar_fun: メルマガに1日は休みと書いてなかったので営業してると思いますよ！ QT @hide5ng: @jirolian 仙台店のGW営業が気になります！１日に遠征なのです。どなたか情報をお寄せ下さい。よろしくお願いしますm(_ _)m ,2012,4,26,12,21,4,117,17
 @jirolian 仙台店のGW営業が気になります！１日に遠征なのです。どなたか情報をお寄せ下さい。よろしくお願いしますm(_ _)m ,2012,4,26,11,42,4,117,17
 @jirolian 仙台二郎ただいま8人まち ,2012,4,20,19,35,5,111,16
 @jirolian 仙台七人待ち。 ,2012,4,12,12,17,4,103,15
 @jirolian 仙台15人 ,2012,4,11,20,20,3,102,15
 @jirolian 仙台 外15人 待ち(11:55現在) ,2012,4,11,11,55,3,102,15
 @jirolian 仙台12人待ち、開店まであと15分。 ,2012,4,10,11,16,2,101,15
 @jirolian 仙台二郎、開店前。約20人。 ,2012,4,7,16,58,6,98,14
 @jirolian 仙台二郎50人並び。雪降ってます。 ,2012,4,7,11,42,6,98,14
 @jirolian 仙台待ちなし。雨。 ,2012,4,3,13,23,2,94,14
 @jirolian 仙台、この時間で、10人弱。雨のせいかなー。 ,2012,3,31,12,13,6,91,13
 @jirolian 仙台3人待ち ,2012,3,23,12,11,5,83,12
 仙台3人@jirolian ,2012,3,20,16,28,2,80,12
 @jirolian 仙台20人くらい ,2012,3,18,11,23,0,78,12
 @jirolian 仙台開店前で既に18人待ち ,2012,3,18,11,16,0,78,12
 @jirolian 仙台待ち0 ,2012,3,17,17,10,6,77,11
 RT @yusacchi: @jirolian ラーメン二郎仙台店です。材料の発注を間違えてしまったため、急遽なのですが、明日15日も臨時休業とさせて頂きます。御来店予定でしたお客様、誠に申し訳ございません。今後、こういった事の無いように気をつけます。(メルマガより) ,2012,3,14,21,39,3,74,11
 @jirolian ラーメン二郎仙台店です。材料の発注を間違えてしまったため、急遽なのですが、明日15日も臨時休業とさせて頂きます。御来店予定でしたお客様、誠に申し訳ございません。今後、こういった事の無いように気をつけます。(メルマガより) ,2012,3,14,21,36,3,74,11
 @jirolian 仙台20は超えた ,2012,3,14,11,23,3,74,11
 @jirolian 仙台12人待ちなう。 ,2012,3,14,11,10,3,74,11
 @jirolian 仙台4人待ちなう。 ,2012,3,14,10,50,3,74,11
 @jirolian 仙台待ち15人くらい。 ,2012,3,9,13,40,5,69,10
 @jirolian 赤羽に初訪問。狭い通路の背後に並ばれると圧迫感があるね。次は雪が降らなくなったら仙台へ挑戦。ところで松戸はどうなるのかな？ ,2012,3,7,22,10,3,67,10
 @jirolian 仙台、待ち二人。 ,2012,3,6,13,50,2,66,10
 @jirolian 仙台、13日臨時休業 ,2012,3,1,11,44,4,61,9
 @jirolian 仙台 開店前およそ20人 ,2012,3,1,11,24,4,61,9
 仙台、気付いたら20人待ち。@jirolian ,2012,2,29,11,34,3,60,9
 やってまいりました。仙台二郎。開店前3人待ち @jirolian (at ラーメン二郎 仙台店) [pic] — http://path.com/p/4axsv1  ,2012,2,29,11,3,3,60,9
 .@jirolian 仙台店、雪の中、並び10にんちょい。さすがに雪だと、土日でもすかなめか。 http://yfrog.com/h07hqoeaj  ,2012,2,25,11,48,6,56,8
 @jirolian 仙台店 17人 1305 ,2012,2,22,13,4,3,53,8
 @jirolian 超うまかったーーー。仙台店 7人まちっす。1215 ,2012,2,21,12,15,2,52,8
 @jirolian 今日の三田は、総帥、いつもの2人の助手さんと仙台店店主原田さん来訪中！総帥がかなりご機嫌です(^O^) ,2012,2,20,14,47,1,51,8
 @jirolian 仙台34人待 18:00 ,2012,2,18,18,1,6,49,7
 @jirolian 仙台、20人待ち。寒い。 ,2012,2,18,17,45,6,49,7
 @jirolian 仙台店 店外約30人待ち。寒い ,2012,2,18,17,41,6,49,7
 @jirolian 仙台1113 並びは30人位。 ,2012,2,11,11,14,6,42,6
 @jirolian 仙台1050 並び9人。意外と暖かい。 ,2012,2,11,10,50,6,42,6
 @jirolian 仙台店 19日、20日休業。 明日は祝日なので11時半〜19時半までの通し営業。 メルマガより ,2012,2,10,10,48,5,41,6
 @jirolian 仙台5人待ち ,2012,2,4,17,40,6,35,5
 @jirolian 仙台店 夜の部開店15分前3人。ゆかりんのライブが始まるので王国民は自分一人です。 ,2012,2,4,16,44,6,35,5
 @jirolian 仙台店20人待ち ゆかり王国民マシマシ ,2012,2,4,13,36,6,35,5
 @jirolian 仙台19人 ,2012,2,3,11,28,5,34,5
 @jirolian 仙台店 本日夜の部休業。2月5日(日)、6日(月)は休業。 メルマガより ,2012,2,2,17,31,4,33,5
 @jirolian 仙台 夜の部休み メルマガより ,2012,2,2,15,24,4,33,5
 @jirolian 仙台店 雪の影響で本日は12時から開店するとのこと。天候次第では夜は休業するかもしれないそうです。 なお、悪天候でお客様が減って暇になると思うので、悪天候にめげずにぜひお越しくださいとのことですｗ メルマガより ,2012,2,2,12,18,4,33,5
 @jirolian ラーメン二郎 仙台店 水道が復旧しましたので、時間通り開店致します。 東北の冬を甘く見ておりました。 寒いので、お気をつけてお越し下さいませ。m(_ _)m ,2012,1,31,10,22,2,31,5
 @jirolian 二郎仙台店19人待ち。1659 ,2012,1,28,16,59,6,28,4
 @jirolian 今、仙台二郎前に酒飲んでくだまいてるオッサンがいるので注意。店長さん苦笑い ,2012,1,20,13,10,5,20,3
 @jirolian 仙台、外に20人程度待ち ,2012,1,20,12,41,5,20,3
 @jirolian 仙台7人 ,2012,1,13,13,57,5,13,2
 @jirolian 仙台店 5人 1328 ,2012,1,12,13,28,4,12,2
 @jirolian 仙台8人待ち ,2012,1,11,13,27,3,11,2
 @jirolian 仙台 7人 1210現在 ,2012,1,11,12,10,3,11,2
 @jirolian 仙台、待ち無し。寒いけど、チャンス。 ,2012,1,9,17,22,1,9,2
 @jirolian 仙台店13人くらい1630 ,2012,1,8,16,30,0,8,2
 並びすぎ…  RT @jirolian: RT @jamayawa: @jirolian 仙台50人程度の並び… ,2012,1,7,16,43,6,7,1
